ID,IDADE,SALARIO_ANUAL,SITUCAO_MORADIA,ANOS_EMPREGO,MOTIVO_EMPRESTIMO,RANKING_EMPRESTIMO,VALOR_SOLICITADO,TAXA_DE_JURO,RISCO_INADIMP,EMP_VS_RENDA,HISTORICO_INADIMP,ANOS_DE_CREDITO
Z1bGARFC-LXlMPAY6DyIK-aaE7RDykZqQC-37rd,24,87000,Hipotecada,7,"Melhora do lar",B,25000,10.99,0,0.29,N,2
Z1fhtYhD-xRfcGmcz6hSq-F7gxWtJGs7W3-Z1uX,36,29500,Própria,4,"Melhora do lar",B,1250,11.83,0,0.04,N,11
z1GjR2Ht-7oDUjIWJr0hH-Eh6xuCFFFD2Z-Cc0Q,36,80000,Hipotecada,0,Educativo,B,15000,10.71,0,0.19,N,14
z1jKwrFT-0ytKmMJGHNj7-c3ZB7ca7JIAL-MTH5,23,48000,Alugada,6,Educativo,A,4800,7.9,0,0.1,N,2
Z1jv3mHi-Rxyc6HzowDKC-XjM5wUcbRvJt-nR57,34,948000,Hipotecada,18,Pessoal,B,2000,9.99,0,0,N,7
z1lwgZ5s-At2H9qEK2to9-ijPsKnae00LT-EbP1,27,90000,Própria,1,Empreendimento,A,7500,7.51,0,0.08,N,10
Z1oj0E5z-69FIlILbSmM4-2ey5sNoUpQFI-jlOS,28,19000,Alugada,1,"Pagamento de débitos",B,9250,11.49,1,0.49,N,7
z1p7XnjO-XgRflPLbDDef-bKbMLgfTJ72l-7hmB,26,78000,Hipotecada,10,Educativo,B,14000,9.91,1,0.18,N,4
Z1qOQ2pg-hGGv0w68OIge-9Fsi7YbqfFsC-dFcE,31,72000,Hipotecada,6,Médico,A,9800,6.62,0,0.14,N,7
z1vvPDwU-KQvhjECHyk4P-M2HOySiMBSqM-snfb,37,60000,Alugada,0,Educativo,C,3000,12.53,0,0.05,N,15
Z1xFvkcd-rAdBEPLmh9yS-Hbce9Hb6uGxg-wFdP,23,55000,Hipotecada,5,Pessoal,A,15000,6.17,0,0.27,N,2
z1YrnE4q-CS31IBRScZAi-pERXY51A1xjh-UlSG,22,50000,Alugada,6,Educativo,C,10000,13.57,0,0.2,S,3
z1ZHEWu3-nrn0dh3onjIJ-3Ys0A26kisSj-x3GR,22,45600,Própria,6,Médico,C,1800,13.48,0,0.04,N,4
z28BpRUD-kkBFdfgQpFLj-cEhBdNpp12G6-kYxa,31,105400,Alugada,2,Médico,D,24250,15.31,1,0.2,N,5
z2FwNOgk-DBOoRiI28CBY-HXCATDfr497L-cIxs,22,33000,Alugada,6,Educativo,B,9000,11.99,0,0.27,N,4
z2o9xzmJ-r81oPW7OdzLp-UIqDIQqfShBh-cgOa,31,49000,Alugada,6,Médico,A,5600,6.03,0,0.11,N,6
z2om9mZD-ajLK0wncC2ot-pkMdmR26IC3h-obru,37,74000,Alugada,7,Pessoal,B,15000,11.71,0,0.2,N,11
z2PcJKob-oQdInJ0doHkR-S0xdanCpY4qA-retN,28,73000,Hipotecada,6,Empreendimento,B,15000,11.83,0,0.21,N,9
z2qdDQw6-CqK700cK4YF2-SEqxENxnv2dg-5qUc,40,52000,Alugada,2,Educativo,F,15000,18.62,1,0.29,S,17
z2tP1cq7-A8EeEATnE2Ex-9UcLU98vIIgR-wCZX,31,70000,Alugada,4,Educativo,B,8000,10.99,0,0.11,N,6
Z2wx3Tc2-hB882m9OojAv-9Jw2WS7D2csJ-8lw3,32,60000,Hipotecada,16,Médico,A,6000,6.62,0,0.1,N,7
z2Z2RKNt-8A5KuelgnAov-cO0jhMpRxlz3-79d2,24,45996,Alugada,3,Educativo,C,2000,12.98,0,0.04,S,4
Z313EZGx-nIsn0TOHJBJP-2n8WFrZomrEN-NRFa,36,38568,Alugada,7,Pessoal,E,2400,18.39,0,0.06,S,12
Z31LRpDI-N8w6a48GHDRh-KBabyiS76dQA-fCAK,23,73500,Hipotecada,7,Empreendimento,A,10000,6.92,0,0.14,N,4
Z36JCprG-SfEUMF7aOJ8F-l19jKTHRzEtY-PlyK,25,55000,Alugada,9,"Melhora do lar",A,13000,7.51,0,0.24,N,4
Z3AIIXeT-7YxdyJUBUmxg-bj7YOTQTb3gs-2MQL,28,32640,Alugada,3,Médico,A,4500,7.14,0,0.14,N,8
z3fFEN8f-dLS85Q7yRmuw-L14nNLinGDEo-drK8,26,36000,Alugada,10,Médico,A,6400,5.99,0,0.18,N,3
Z3haFHh4-MOlkTHW9CwGI-ZxZsXk3bJLvJ-WvtZ,33,110000,Alugada,0,Empreendimento,A,10000,9.32,0,0.09,N,6
Z3N05o5j-74p94ti6SyNC-4krA6dH2obNc-D2Bp,27,60000,Hipotecada,6,Empreendimento,B,5100,11.49,0,0.09,N,6
z3nKz08b-O1KEQW4aBrRz-6ar8j36pbGkh-YxrC,30,61000,Alugada,4,Médico,C,4800,14.79,0,0.08,N,10
Z3QpbeSo-SOcO1jwrtuex-jIxpGLJM3aW1-PR4d,23,93600,Alugada,3,Empreendimento,D,25000,15.21,0,0.27,N,4
Z3QQ6ack-01BmKZCiacvx-GeUywQCNauYO-AAJ9,23,28038,Alugada,2,"Pagamento de débitos",A,7000,7.88,0,0.25,N,4
Z3STLt5d-seI6HsLLKXDF-3RzlxrC1zYMk-Iycx,28,32004,Alugada,5,Empreendimento,C,6000,13.99,0,0.19,N,9
z3Up7m9c-AZZvpPw0lk74-6nWaNgxM0qN7-4Ekd,31,35000,Alugada,6,Médico,C,11700,13.06,1,0.33,N,9
z3uZ35OC-jC4dWRuTTcg9-WBQDhaxt6M9K-9qzd,31,49000,Própria,15,Educativo,C,14000,13.99,0,0.29,N,10
z3w80srU-MpIMvMcXlAdW-lXUQl0nNDjDY-miYv,36,37500,Hipotecada,6,Empreendimento,A,10000,9.32,0,0.27,N,12
z3xBQoZH-hLqAfmiGQa1f-GrZtv3w8TWEl-f7xK,25,34000,Hipotecada,2,Médico,C,15450,11.22,1,0.45,S,4
z3YyJQPj-GHKixI4qqRi2-QuojYXstqjqZ-E1mS,28,72000,Hipotecada,12,Empreendimento,A,15000,8.94,0,0.21,N,9
Z4800wzs-XNYTU2UpaQqE-vGcpYUGIi3uJ-8lB9,26,14400,Alugada,2,Empreendimento,C,2500,13.47,1,0.17,S,4
z4bz9FqL-4WQEv8617SZt-jq1ji2iiLZfO-gjH8,22,41000,Hipotecada,0,Educativo,B,6000,11.86,0,0.15,N,2
z4C2Zxmo-A8r6NKl19cSO-rg2ZokU4CYMW-j3R1,24,97750,Hipotecada,0,Médico,E,24000,17.39,1,0.21,S,3
z4DsDajU-LOwXXYMDaOF2-RFlR5uwCe5Dl-Kedj,24,36000,Alugada,5,Empreendimento,D,3525,14.59,0,0.1,S,3
z4DtmQ9C-C40FcGLjxwsW-17Wl926JOHRK-USz1,21,30000,Alugada,4,Educativo,D,3000,16.32,0,0.1,S,3
Z4IH80Qf-qpLHfOm7hALl-33GxNLagRryJ-fE8X,25,74000,Hipotecada,9,Empreendimento,A,12000,6.03,0,0.16,N,3
z4LxnjuY-18QbP1QtqIpo-vzXpWXILccrT-JR3G,24,40800,Alugada,6,Médico,B,17500,10.62,1,0.43,N,4
Z4Ofn2JX-e36wTh1zijGS-1jwL45LDMkp4-vmuw,30,36000,Hipotecada,13,Médico,B,5000,10.65,0,0.14,N,9
Z4QT1h9Q-JqJQqDIq4GFk-1hhyhrMDllpz-1Zvd,31,38000,Própria,5,Empreendimento,B,14000,9.91,0,0.37,N,5
z4xreN20-ozxq0kwqH9eR-YHwZDjWW0glU-MUt3,24,39996,Alugada,0,Empreendimento,D,5000,14.11,1,0.13,S,3
z4y2cKRg-FtKogxWF9RHP-PUigpriHrQHc-554c,35,40000,Alugada,3,Empreendimento,D,7000,16.07,0,0.17,S,8
Z4z39Nyy-YLYelUrwhwXY-jYbyWwucUXCp-g47Z,30,200000,Alugada,5,"Pagamento de débitos",B,10000,11.36,0,0.05,N,9
z52jUagB-Sj24Jme7fSSB-XTjyk2lKfbpI-cinZ,23,45000,Alugada,2,Médico,A,6575,8,0,0.15,N,4
z56xYgtR-nguoOp1I0f5J-Qv57wvkc639Y-fzzx,23,73000,Alugada,2,Empreendimento,B,3000,12.18,0,0.04,N,3
z57N4lhG-9MOlGwFyDlCr-P8zf028imnnx-aIeN,20,64000,Alugada,3,Empreendimento,D,16000,15.31,1,0.25,S,4
z5djj1im-TrQvq2KZeB39-nUNxnbIGJdB1-hOro,24,47110,Hipotecada,0,Pessoal,B,11000,10.99,0,0.23,N,4
Z5DTefQc-DX5EaZWSI4Wj-uG1dAjqjpJvF-jsOJ,28,160000,Hipotecada,4,"Pagamento de débitos",B,34000,9.91,0,0.21,N,7
Z5JJ9XcB-l5GAkvgcj8SW-qTmF2nn9ijYH-CSj3,32,110000,Hipotecada,2,Empreendimento,B,5600,10.74,0,0.05,N,7
Z5paono1-2Q5sZLdphouz-cJxOP0o2B1tg-dCSg,29,37500,Alugada,7,Educativo,B,3300,10.37,0,0.09,N,8
z5SR0BJZ-K8KKknBE6iA8-OtPlpiI96Agw-dZs0,25,33000,Alugada,0,"Pagamento de débitos",E,13650,16.35,1,0.41,N,4
z5tgvXf4-SDyMT5xqlvC2-1ECnEopdzYCq-R26l,21,55530,Hipotecada,5,Educativo,A,3200,6.62,0,0.06,N,4
Z5tKb1t5-7Im8Q3mdX1gB-tfYTwqc6KDhp-aTEi,31,73000,Alugada,15,"Melhora do lar",B,29700,11.11,1,0.41,N,7
Z5vhPtGl-EAJ9G1IaZyOY-Pfw6xOA972a4-x4wR,27,24000,Alugada,5,Médico,F,1200,18.99,0,0.05,N,7
z67n0Qy0-EDeHNuN06tql-ou7x4Uso2dH9-qN6A,35,67000,Hipotecada,10,Pessoal,A,3300,7.88,0,0.05,N,6
Z6bfLw2E-J8ilxjLRNQEr-Q5rH45HZlz7C-eCnE,27,50000,Alugada,5,Médico,A,7300,7.29,0,0.15,N,9
Z6GT3jtx-0wTFfd1OxmZg-spilDzW7ke88-mpHR,24,70000,Alugada,3,Pessoal,B,25000,11.86,1,0.36,N,2
Z6GzQqJW-Xew5z30wFElg-gyHcXaCmu9Uv-tONn,28,141000,Hipotecada,4,"Melhora do lar",A,9000,7.14,0,0.06,N,8
z6hCXc6q-wk71F0vRLJAh-jjzcw8IKWMaa-KHsL,27,20000,Alugada,1,Pessoal,A,7025,5.42,1,0.35,N,9
Z6iINXcB-1xSEg5hPInti-rdkSyT86cnMq-Mh3I,30,69996,Alugada,0,Pessoal,B,2000,10.65,0,0.03,N,10
Z6ILo4Jk-6pzvPwRrsWf0-1x1qwHfB7OWD-snKK,28,20000,Alugada,4,Pessoal,B,5000,10.65,0,0.25,N,8
z6jrkURl-HUK48pqe4oO1-vzyDTBEu1Dyc-CgLp,27,124100,Alugada,3,Médico,C,10175,12.99,1,0.07,N,6
z6LAN3Db-aAgmRo1ahtnh-sSj6ZRXkDPo5-qaKd,23,84000,Alugada,0,Educativo,A,12500,6.54,0,0.15,N,4
Z6lKgeUM-0Jma04EAN7in-YxRDCR4SNUEe-g32t,21,33996,Alugada,1,Pessoal,C,6000,12.53,0,0.18,S,3
z6MrMnk8-jWiMKfvAeja9-NDdJtXHQpLEA-S4uq,26,50000,Alugada,0,Médico,C,13000,12.09,0,0.26,N,3
z6p26N9H-DsuLbUkSHtQZ-lvd53vC76Gbv-fG11,24,65000,Hipotecada,8,"Melhora do lar",A,2000,5.42,0,0.03,N,3
z6qFRGBc-8mOXL52vtYez-wcHFJieQi7Kl-54Pm,24,124000,Hipotecada,5,Educativo,B,12000,10.36,0,0.1,N,4
z6qna8H5-Gu0eKMFRK5Fa-28pX4ZYxXhLg-spfS,26,75000,Alugada,1,Empreendimento,B,1800,9.25,0,0.02,N,2
Z70LAN6a-LOiDAhHpW1Oc-Ul9xegPnl7Wh-gzzr,31,51320,Própria,1,Médico,C,5000,11.97,0,0.1,S,9
Z70qeuqg-iAq5DGHAZ8EB-eyIcSX6ByIvK-hrpp,24,47160,Alugada,5,Empreendimento,B,11000,11.14,0,0.23,N,4
Z75378x2-FFZse6cFsIDM-6bJhjl3m57T2-h6kQ,26,53000,Própria,2,"Melhora do lar",B,2500,9.91,0,0.05,N,2
Z7amrb76-kjFJNLyGBWvx-E31G1pP6YxNc-jW9T,23,90096,Hipotecada,0,Educativo,C,10150,11.97,0,0.11,N,3
Z7DUDYuv-iIwW27WKYSfh-fhoxXX9felzn-RXte,26,154000,Hipotecada,5,Médico,B,12400,11.83,0,0.08,N,4
Z7IrcAuM-hQ4eQJKW0pkS-BYQN0vkNdjj2-gHxl,30,62000,Alugada,14,Médico,B,12000,11.71,0,0.19,N,9
z7MtC7PT-kwcaK3SLDSFz-DzSqS9uXR6yy-kbnq,21,54000,Hipotecada,5,Empreendimento,A,13000,7.51,0,0.24,N,4
z7O5S4LO-0Y5x9DhHSBkb-oqpssmrhla6g-C6RO,24,65450,Hipotecada,8,Médico,D,5000,16.77,1,0.06,N,4
Z7rTSnkR-MfzzIeNyk3ut-sfklfvESUUTE-LOJt,28,75000,Própria,11,Educativo,B,12000,12.69,0,0.16,N,5
Z7t6rcYf-U0LYCay8ScGk-QlArLEMAI0Tr-28yw,40,52000,Alugada,2,Educativo,F,15000,18.62,1,0.29,S,16
z7xXR8Jk-jAB4tPBTFAqL-Nvmahw2XqDi3-Qfrs,27,128000,Hipotecada,2,"Pagamento de débitos",B,18000,11.83,0,0.14,N,6
Z80a7eDF-Df1hpe6wz2d6-NNiiGb2UlIS5-YIpj,22,38000,Hipotecada,6,Médico,A,4000,6.76,0,0.11,N,2
Z85irlYo-vxQZ3zCGTdUU-hHnXWt80MdHj-2wmg,27,40000,Própria,11,Pessoal,A,6400,9.32,0,0.16,N,9
Z8cri4qQ-5tMALD6X4QIP-gEThv6pR5ULF-BjRu,23,35375,Hipotecada,7,"Pagamento de débitos",A,5600,6.76,0,0.16,N,3
Z8D0bmjn-ev9AWYd1KIse-ltzUkph769yS-gpw4,27,45000,Hipotecada,7,"Pagamento de débitos",A,6800,6.17,0,0.15,N,9
Z8dD98DR-goG7Dm2r1YvY-TccX5r7YBYln-NQ8i,22,160000,Alugada,0,Empreendimento,A,10000,8.94,0,0.06,N,3
Z8EeX7ct-YrA1v7UWu6Js-y9BGDqeOHEGy-hTJN,30,120000,Hipotecada,6,Educativo,A,14000,7.88,0,0.12,N,6
Z8gFcODL-bYFfPjJKx8vy-oBIDp8A7aYsE-rPGy,23,34008,Alugada,5,Empreendimento,B,3000,10,0,0.09,N,4
z8GkReit-ohB0RQuYRTn9-6RlIAjyLy5Fw-laPw,28,60000,Própria,12,Educativo,A,7000,7.66,0,0.12,N,9
Z8iTt4m4-iXMNi5EkIeFE-tZTfXSxl7F9q-j1uC,23,90000,Própria,7,Médico,A,35000,8.9,0,0.39,N,4
Z8nhw1wT-hyb4Qs8n2wrU-ykOe97CqjiMs-orvp,37,80000,Hipotecada,5,"Pagamento de débitos",B,10000,9.99,0,0.13,N,13
Z8pCzIO8-ntwP7BAMleMg-G0f60jdsM91h-X4fn,25,96000,Hipotecada,9,Médico,A,14000,6.03,0,0.15,N,3
z8PFOjYR-iFSn02YfiQCN-1kxz7gYXIOx1-Eebd,43,25000,Hipotecada,10,Educativo,B,10000,9.62,0,0.4,N,17
z8TAdKol-ozhvU54rLGBu-1bc5IDkEs0F7-d4id,40,32878,Alugada,6,"Melhora do lar",C,13775,12.98,1,0.42,N,11
Z8Uo86nK-UDSCff3ZwbWa-rXULnfhvziDR-YJz6,23,86500,Hipotecada,7,Pessoal,A,14000,7.29,0,0.16,N,3
Z8Y7BwCl-Ah9HmLl2PbFb-6spbWojeovHU-wBkb,35,100000,Hipotecada,9,Educativo,B,6000,9.99,0,0.06,N,7
z95e9uDg-l18w4rtbpCgf-5epoa1bJmD3O-Ty39,30,51600,Alugada,12,"Pagamento de débitos",B,2000,9.99,0,0.04,N,5
z96YHROX-tK9OSL3n5Imo-7xCj7XA4avgL-Wyna,25,100000,Alugada,9,"Melhora do lar",C,20000,13.06,0,0.2,N,2
Z9c4Ez7d-owwdq50GMkw2-DfTewzlq0oqO-QvBw,29,120000,Hipotecada,1,Empreendimento,B,23000,11.49,0,0.19,N,5
Z9cd78HW-Wof9EL6npOjQ-y2orfQ4oZPkL-5Uly,25,60000,Alugada,0,Médico,A,1200,7.66,0,0.02,N,3
Z9djppxz-PUM6xdNd0UUR-C7PRQSaGCRT7-HFCX,25,135000,Hipotecada,9,Pessoal,D,25000,16.07,0,0.19,S,4
z9GKA6gE-UXaTQbHhqGdS-aJh0bXppPN2K-WE0D,22,60000,Hipotecada,5,Educativo,B,8800,10.37,0,0.15,N,4
z9gUAm32-XaTIcFzkQ4GT-LWtXDbHZRCP7-pTLF,27,75000,Alugada,2,Empreendimento,A,14000,9.63,0,0.19,N,7
Z9jSSW0a-yuzkZ8ECRH37-36TscdDkgNng-75Nb,22,29000,Outros,0,"Pagamento de débitos",B,7500,10.08,1,0.26,N,4
z9mBajvN-GzAQ0cDN9R97-aTsw8aPudSkf-aUAi,27,42996,Alugada,1,Médico,C,5000,13.61,0,0.12,N,6
z9mvdMFw-mTDqfLKD43Az-wKS6yzOEB0xp-vA5U,26,32500,Hipotecada,8,Médico,C,3000,13.22,0,0.09,N,4
Z9uQTbx6-9Ho2DMiZ6eA1-lJNH88xQ31yH-6s9z,28,270300,Hipotecada,3,Médico,E,25000,17.88,1,0.08,N,6
z9wcGPTf-kyITnWGNTNF3-4ZXylKyCNAle-pEzT,27,32160,Alugada,1,Médico,D,4000,15.99,1,0.12,N,9
z9XkRcMC-GMukDBROK7ij-OvjHwW1sEFsa-E4xf,23,48000,Alugada,1,Empreendimento,C,10000,12.84,0,0.21,S,3
Z9y5JBIv-hxw5cIYcLPlM-FlAFg1UJ3sOD-cM82,30,120000,Hipotecada,1,Educativo,B,4800,10.36,0,0.04,N,8
Za0RPuqt-UF1TZvTqeM9f-foo9h8vIZYeD-A4Lz,34,171996,Hipotecada,1,Pessoal,D,15000,14.96,0,0.09,N,5
za5JTBmM-goXFQlSNn5FS-DgMsb941phip-QrMn,35,38004,Alugada,4,Médico,B,10000,9.99,0,0.26,N,7
ZA8CU2GL-3251sYBUzYen-PlTg51dUMaCE-Tztw,23,84996,Hipotecada,7,Médico,B,10000,10.95,0,0.12,N,4
Za9vFLAg-4shLnTNFgHRQ-35xj7AbH93HS-anUN,23,66000,Hipotecada,8,Educativo,B,8750,9.99,0,0.13,N,2
ZabzNzhE-x9ExHu7CIgqM-HaZnCg4FEHvq-Kuk0,30,55684,Hipotecada,13,Educativo,B,5200,12.69,0,0.09,N,9
ZacfcrlD-lZ4R3bWkwtgT-qNhb9QHSfyy5-S8CI,38,100280,Hipotecada,1,Empreendimento,B,17850,11.99,0,0.18,N,17
zAcjuUus-ywhtMa4C9jvY-S6nrJLR9Ehje-U4PB,27,192000,Hipotecada,11,"Pagamento de débitos",D,15000,17.58,1,0.08,N,8
zADDe7S7-En99KaBkG6pn-i6Ts0vbibqdM-qYBf,27,48000,Hipotecada,5,Médico,A,12000,7.66,0,0.25,N,10
ZADfgsYd-q4jmnbzzsGjl-W5muvA1TxuNe-khro,36,42000,Alugada,2,Empreendimento,B,2000,11.14,0,0.05,N,11
zaeBfrji-4spZ6i8PNFiH-wNdoYAvXQQ0b-5Ng9,21,90000,Alugada,3,Educativo,B,4800,9.62,0,0.05,N,3
ZAeLzi18-xQNHnZPWDKiH-wBv7uevewy58-1Og1,25,41496,Alugada,7,Educativo,B,5000,10.83,1,0.12,N,3
ZaeohCux-TQdMDRHGpynP-om7IZzWPO4Dq-aItL,39,18996,Alugada,5,Educativo,A,2000,7.88,0,0.11,N,12
ZaetcvfD-sx6QBaFhGu55-hNu1Jcj7GJk2-auQY,35,54000,Alugada,1,Médico,D,9000,14.46,1,0.17,N,9
zafdEcvK-ZYguwkYooKDz-zylXHqCxQMKB-pGeD,26,110000,Alugada,10,Educativo,A,28000,8.9,0,0.25,N,2
zAFPLFEI-nqqr10TAmf3k-Q8oX1esWuJfX-bc1u,26,54000,Alugada,0,Pessoal,D,13200,14.91,1,0.24,S,2
zAGYhdqJ-pD7D4cXZj28b-TIKj4pfUPfsE-8Ltp,30,43000,Alugada,1,Médico,A,3200,8,0,0.07,N,5
zaiCptGW-ayhAOgitJ6Nc-s9sQxYX0XkXH-nIMB,29,47256,Alugada,5,Empreendimento,A,12000,7.29,0,0.25,N,8
ZaJfDKmC-cTALqHDsbtFR-s0YKlvtB2Hbh-2ry0,25,86000,Hipotecada,9,"Melhora do lar",B,5000,10.36,1,0.06,N,2
ZakdBFh0-Zt9GFqs70MN3-EWePPOM8KZ25-0M3N,24,60516,Outros,8,"Pagamento de débitos",B,18000,11.26,1,0.3,N,4
ZAl86vyQ-LRv3vE9KS4P0-iAXl2EqPQQEs-iXbT,27,78000,Própria,3,Médico,D,12000,15.58,0,0.15,N,7
Zam1iyMZ-7YdN7xfNU84k-Z5BKitiG08sr-KJxB,26,87000,Alugada,6,Médico,A,15000,5.99,0,0.17,N,2
ZaMLSaXt-DO8L8BzGwpbx-16LltZutweod-B6OH,27,19200,Alugada,2,Pessoal,B,5000,12.53,1,0.26,N,7
Zanela44-akxchfbcN0dl-auabztTgBGgz-l4il,23,44000,Alugada,1,Médico,C,5000,13.99,1,0.11,S,2
ZanJzLFZ-OHW3zyq6hyRJ-gJAR0rB56adI-36OZ,26,45000,Alugada,1,Empreendimento,B,6000,11.71,0,0.13,N,2
zAoHvkIX-Hz1NaMQ3aOJY-lDAZtuA3UG57-cEFQ,35,94000,Hipotecada,9,Empreendimento,B,15000,9.88,0,0.16,N,10
zAQA9tif-mGJpUKaQPJui-0t8HoPXwTxbq-d8vu,41,46152,Alugada,10,Pessoal,B,14525,11.11,1,0.31,N,16
Zarv8e2y-DO1uumAttmfS-94DALKdARmBB-WBf7,22,32968,Alugada,2,"Pagamento de débitos",D,5000,14.61,1,0.15,N,3
zAsrzjKZ-1dzEl8vYuZla-75RD03sfAiyR-hHSc,27,44000,Alugada,2,Médico,B,2000,11.49,1,0.05,N,10
zAvtjzp5-w9NXU7fn0r27-g169lAf97oA6-QhwT,21,37740,Alugada,0,"Pagamento de débitos",C,9600,13.11,0,0.25,S,4
zayPJ2oj-PxaaxRBEkWhY-4ZS1lbS6yeUb-dO8P,23,45000,Alugada,0,Empreendimento,B,2100,11.48,0,0.05,N,4
ZAZ4JEAP-A2lSGKmwMGI1-hIK0QsZ6quPF-onrd,27,50000,Própria,9,Educativo,A,3000,7.75,0,0.06,N,6
zAZ6OBSR-kpyXNTlZoMhz-jwcWIpF4GIdL-LQhd,24,61080,Hipotecada,8,Empreendimento,B,25000,10.59,0,0.41,N,3
ZB0XeM2o-nhFN9M6nN5el-iPUvZEmyai86-QqdL,23,56100,Hipotecada,5,Médico,C,18000,14.22,1,0.27,S,2
zb1aL6XK-5AULFfvmDin5-3BUdtk64iTWm-0e9D,27,32760,Alugada,4,Pessoal,D,5000,15.21,0,0.15,S,9
Zb3BAUXj-rLt2EU0z3e7N-k3tDUw5BzBDk-EoJr,25,100000,Alugada,9,Pessoal,C,20000,13.06,0,0.2,S,3
zB8lxwcd-662RLlppAZrP-wp2qhLHhyNpL-TXcA,27,29000,Alugada,2,Empreendimento,C,6000,15.27,0,0.21,S,6
ZBaMPrkH-qvNWhSqZ1YJ3-9OG3OZrzA07g-c5ZW,58,45600,Hipotecada,20,Pessoal,C,6000,12.99,0,0.13,N,25
ZbBJaRWy-plU3le6tW1Q2-M3tDF7hXPN7O-J6qZ,24,62472,Alugada,2,Educativo,C,5500,12.73,0,0.09,N,2
zbBm73Ux-EQblMjwshRl0-G6GXNh9SAiXx-rUjv,21,36780,Alugada,2,"Pagamento de débitos",B,12000,11.49,1,0.33,N,4
ZbD5PAOF-xbO0UhjKZcla-4tNADiUU3hvs-3DMf,21,15600,Alugada,0,Médico,A,2800,7.4,1,0.18,N,4
zBEuObJC-zZxoN1mG32Gi-vbzexS3LKSwC-ATTP,30,190000,Alugada,3,"Pagamento de débitos",B,15000,11.48,0,0.08,N,8
ZBg3s62n-4rdDjBAueIaP-9XnAkCP12oY3-hLqL,26,260000,Própria,10,"Melhora do lar",B,28000,10.99,0,0.11,N,3
ZbhEO4FG-hi66dt1qrRj7-MYMAKzjETFJA-EYhZ,22,92700,Hipotecada,1,Empreendimento,A,9250,7.9,0,0.1,N,3
ZbHtwSD2-CR8FAsPxzt9n-yKgC3mSbk0Sb-3Z1W,23,87000,Hipotecada,5,Educativo,A,10000,7.29,0,0.11,N,4
zbOgEwhl-aSuHeBpRG72a-Fud9CSqsaKhL-wllj,36,31200,Alugada,0,Educativo,A,10000,6.91,1,0.32,N,15
zBoIAbgm-HTb7LCpxorZN-QweNHq4M9zHu-Bbnj,33,71000,Hipotecada,11,Pessoal,C,6000,14.72,0,0.08,S,7
zBPbhDSX-oiWdZSdLNALW-s3G0nA2Q4ks0-8Hht,27,50000,Hipotecada,11,Pessoal,C,7500,11.59,0,0.15,S,6
ZbPUrAa2-zRYnPPHll27k-UzzdzfgEMGU4-4c4B,28,64000,Alugada,1,"Pagamento de débitos",B,18000,11.58,1,0.28,N,6
zBr0yeuT-GAqmmpg3nEJ2-ZDi7vtNqFrYP-fg5o,28,32000,Alugada,0,"Pagamento de débitos",C,2600,13.49,0,0.08,N,8
zBtovyit-WKdi61pY0zUw-vSqLwJgpJ9rc-GS5C,38,65000,Alugada,6,Pessoal,C,7500,12.29,0,0.12,S,13
ZBUqDmiU-kjN7JDpTUa5p-DBSJbBZWX7dH-R8IU,34,65000,Hipotecada,3,Empreendimento,A,5000,6.99,0,0.08,N,7
zBW9r0vL-mIZpmaATPdq4-DSnv9uG4dDxI-YTos,33,78000,Alugada,7,"Melhora do lar",C,10000,13.06,1,0.13,S,9
ZByzWZRX-RBz4eIwlWiiw-Av2QHhKuJxeY-3zWL,22,29004,Hipotecada,3,Empreendimento,B,5000,9.25,0,0.17,N,4
ZC2QYTon-Pkb4iOphCC89-hROoGBEmprCO-hEFW,23,29004,Própria,1,Empreendimento,C,2000,13.16,0,0.07,N,3
zc5eb9hQ-6TJg1d7ljjtD-IGWKyloxRiE5-dYU8,24,57000,Hipotecada,0,Médico,B,2400,12.69,0,0.04,N,4
zC8mISCG-077Dasp8o5Ix-E4uYbCp8M8MK-dq9X,24,97000,Hipotecada,3,Educativo,C,6400,15.96,0,0.07,N,3
Zc8NDFTz-SMwQgw9GB047-wxvNmca6YzNY-p9MT,23,67000,Hipotecada,2,"Pagamento de débitos",A,5600,7.49,0,0.08,N,2
zC8NjZtl-C0i1DJ7MADew-aWnd1a5HlocQ-Rk0y,40,40000,Própria,12,Médico,B,13750,8.88,0,0.34,N,14
Zc9EQqX9-AqAkgPebonCm-HwSz8uPfHOIG-3B7P,27,53004,Hipotecada,10,"Pagamento de débitos",B,5600,11.86,0,0.11,N,6
ZCAv7JM0-aSp5kwkPfXvT-iMwiIP3NaCEw-gWiw,28,216000,Hipotecada,12,Empreendimento,D,15000,16.02,0,0.07,S,8
zCbKw7Ro-jlkjgJYBJ89E-Sffccow8F3qF-YjWY,26,156000,Hipotecada,5,Pessoal,B,7000,9.91,0,0.04,N,4
zcbpLbqB-7It3EHqA4fGB-JxZBrDip2wlA-7Xt7,22,36000,Alugada,6,Empreendimento,B,12000,11.49,1,0.33,N,2
ZcbqwSc6-5GrAAmjdkPdv-pNzKzb92jwrK-JDqH,28,24840,Alugada,2,Educativo,A,1500,8,1,0.06,N,5
zccyJy4g-Ds3M7OwMUcOG-3KjzYdjKIEBt-44mX,24,65000,Alugada,0,Educativo,B,3600,10.59,0,0.06,N,2
zCd6pCkH-dCMKEUruPCtR-L04QzMNODlSJ-fZDi,25,32000,Alugada,1,Médico,D,6000,12.92,1,0.19,N,2
